order_id,customer_id,seller_id,product_id,order_timestamp,order_date,order_hour,category,city,state,age_group,loyalty_tier,seller_tier,platform,payment_method,base_amount,discount_amount,delivery_fee,final_amount,status,delivery_time_hrs,rating
41434,4113,748,1150,2024-06-14 14:18:39,2024-06-14,14,Sports,Chennai,Tamil Nadu,25-34,silver,A,Website,COD,11721.79,697.85,0,11023.94,delivered,93.53,3
41435,5763,462,1623,2024-06-13 09:18:49,2024-06-13,9,Beauty,Delhi,Delhi,45-54,bronze,B,API,UPI,722.33,17.66,0,704.67,returned,,1
41436,9406,397,560,2024-06-07 11:38:02,2024-06-07,11,Fashion,Ahmedabad,Gujarat,35-44,gold,A,App,UPI,3188.17,285.55,0,2902.62,delivered,31.19,4
41437,6021,597,1027,2024-06-08 13:19:41,2024-06-08,13,Grocery,Bangalore,Karnataka,35-44,silver,C,App,Wallet,510.33,29.61,0,480.72,delivered,6.24,5
41438,7521,40,552,2024-06-07 15:58:26,2024-06-07,15,Food,Bangalore,Karnataka,18-24,platinum,A,App,UPI,67.44,12.24,49,104.2,delivered,29.27,5
41439,4866,77,1363,2024-06-09 12:40:22,2024-06-09,12,Books,Bangalore,Karnataka,18-24,bronze,A,App,Debit Card,840.31,7.77,0,832.54,delivered,7.0,4
41440,2694,60,726,2024-06-04 22:24:14,2024-06-04,22,Food,Delhi,Delhi,25-34,bronze,C,App,UPI,458.66,11.24,29,476.42,delivered,26.38,4
41441,7613,264,1556,2024-06-08 22:57:56,2024-06-08,22,Beauty,Mumbai,Maharashtra,18-24,bronze,C,App,UPI,1594.7,16.22,0,1578.48,returned,,3
41442,3127,19,442,2024-06-01 12:35:20,2024-06-01,12,Food,Bangalore,Karnataka,25-34,silver,B,App,Debit Card,353.39,9.79,39,382.6,delivered,39.17,4
41443,9753,668,628,2024-06-04 15:42:36,2024-06-04,15,Food,Bangalore,Karnataka,35-44,gold,B,App,UPI,160.78,17.45,29,172.33,delivered,12.78,4
41444,10667,555,1062,2024-06-11 18:13:47,2024-06-11,18,Books,Pune,Maharashtra,35-44,silver,B,Website,UPI,1083.48,63.67,0,1019.81,delivered,50.53,4
41445,7970,517,1078,2024-06-12 11:05:44,2024-06-12,11,Fashion,Bangalore,Karnataka,25-34,silver,B,Website,COD,250.05,6.5,59,302.55,delivered,10.49,5
41446,7255,155,1465,2024-06-14 18:33:31,2024-06-14,18,Home & Kitchen,Mumbai,Maharashtra,25-34,gold,B,App,Wallet,3016.21,208.0,0,2808.21,cancelled,,1
41447,4527,255,1014,2024-06-12 14:20:06,2024-06-12,14,Grocery,Chennai,Tamil Nadu,25-34,bronze,A,Website,Credit Card,1817.84,47.99,0,1769.85,delivered,69.06,4
41448,3196,41,576,2024-06-02 06:22:12,2024-06-02,6,Fashion,Chennai,Tamil Nadu,35-44,bronze,B,App,UPI,3535.13,92.87,0,3442.26,delivered,34.16,4
41449,5971,761,81,2024-06-07 12:37:22,2024-06-07,12,Home & Kitchen,Chennai,Tamil Nadu,18-24,platinum,B,App,Credit Card,14819.71,2718.41,0,12101.3,delivered,41.77,4
41450,10206,526,1385,2024-06-04 11:57:02,2024-06-04,11,Grocery,Pune,Maharashtra,18-24,bronze,B,Website,Credit Card,216.19,1.13,49,264.06,returned,,2
41451,11454,710,1608,2024-06-15 20:54:33,2024-06-15,20,Electronics,Chennai,Tamil Nadu,25-34,bronze,C,App,Debit Card,47882.42,281.56,0,47600.86,delivered,10.96,5
41452,2118,444,272,2024-06-14 16:45:58,2024-06-14,16,Food,Pune,Maharashtra,25-34,bronze,A,Website,UPI,449.39,2.28,59,506.11,delivered,44.77,4
41453,5061,364,1241,2024-06-06 11:51:26,2024-06-06,11,Sports,Ahmedabad,Gujarat,25-34,platinum,C,API,UPI,6828.24,1078.95,0,5749.29,cancelled,,2
41454,7635,767,163,2024-06-08 17:36:12,2024-06-08,17,Food,Mumbai,Maharashtra,25-34,bronze,B,Website,UPI,462.49,12.94,39,488.55,delivered,64.23,4
41455,3762,730,644,2024-06-08 15:05:30,2024-06-08,15,Food,Mumbai,Maharashtra,45-54,bronze,B,App,UPI,90.24,0.06,49,139.18,delivered,38.58,5
41456,4397,434,661,2024-06-01 15:30:04,2024-06-01,15,Electronics,Chennai,Tamil Nadu,18-24,gold,C,Website,UPI,71568.06,5386.6,0,66181.46,delivered,20.33,4
41457,4188,529,1328,2024-06-14 11:07:57,2024-06-14,11,Books,Hyderabad,Telangana,45-54,platinum,C,Website,COD,429.13,60.41,59,427.72,delivered,70.23,5
41458,1000,282,1545,2024-06-07 18:32:22,2024-06-07,18,Fashion,Kolkata,West Bengal,25-34,bronze,B,App,Debit Card,1272.4,4.13,0,1268.27,delivered,35.17,4
41459,2851,714,16,2024-06-03 20:18:52,2024-06-03,20,Food,Chennai,Tamil Nadu,35-44,bronze,B,App,Debit Card,171.97,1.09,39,209.88,delivered,35.0,4
41460,3976,732,344,2024-06-12 16:05:57,2024-06-12,16,Books,Mumbai,Maharashtra,35-44,silver,C,App,UPI,420.85,26.4,39,433.45,delivered,39.14,4
41461,3325,792,1429,2024-06-14 10:57:45,2024-06-14,10,Beauty,Ahmedabad,Gujarat,45-54,bronze,B,App,UPI,263.51,0.75,59,321.76,delivered,18.03,5
41462,4533,505,241,2024-06-06 12:01:29,2024-06-06,12,Beauty,Surat,Gujarat,35-44,bronze,A,App,UPI,1052.84,18.8,0,1034.04,delivered,38.59,5
41463,7893,516,1783,2024-06-04 13:19:46,2024-06-04,13,Electronics,Delhi,Delhi,35-44,bronze,C,App,UPI,66993.04,884.4,0,66108.64,delivered,0.56,5
41464,8247,508,836,2024-06-10 21:36:04,2024-06-10,21,Books,Surat,Gujarat,35-44,bronze,B,Website,COD,789.53,3.26,0,786.27,delivered,4.31,5
41465,1059,522,784,2024-06-07 18:48:44,2024-06-07,18,Books,Kolkata,West Bengal,45-54,bronze,B,App,UPI,1098.26,27.37,0,1070.89,delivered,16.53,5
41466,3287,116,1090,2024-06-07 22:36:39,2024-06-07,22,Fashion,Bangalore,Karnataka,45-54,bronze,B,App,COD,2965.91,8.62,0,2957.29,delivered,29.9,4
41467,3807,249,1162,2024-06-11 13:33:52,2024-06-11,13,Home & Kitchen,Mumbai,Maharashtra,35-44,platinum,C,App,UPI,744.91,122.64,0,622.27,delivered,43.71,3
41468,2776,655,955,2024-06-03 21:13:41,2024-06-03,21,Grocery,Bangalore,Karnataka,18-24,gold,C,API,UPI,849.86,56.0,0,793.86,returned,,2
41469,6832,146,1453,2024-06-15 20:31:42,2024-06-15,20,Sports,Delhi,Delhi,25-34,bronze,C,Website,Credit Card,16489.92,194.8,0,16295.12,delivered,13.05,5
41470,8533,539,711,2024-06-07 22:47:02,2024-06-07,22,Grocery,Delhi,Delhi,18-24,bronze,C,App,Debit Card,699.87,7.17,0,692.7,delivered,23.43,4
41471,6863,471,984,2024-06-10 12:37:58,2024-06-10,12,Fashion,Ahmedabad,Gujarat,45-54,silver,B,App,COD,2171.06,46.0,0,2125.06,cancelled,,1
41472,4452,220,646,2024-06-01 22:05:00,2024-06-01,22,Sports,Delhi,Delhi,18-24,bronze,C,Website,Wallet,9613.26,257.77,0,9355.49,delivered,88.18,1
41473,5193,205,1292,2024-06-10 19:19:13,2024-06-10,19,Home & Kitchen,Delhi,Delhi,18-24,silver,B,API,Credit Card,11702.48,593.84,0,11108.64,pending,,2
41474,8024,709,364,2024-06-02 19:43:16,2024-06-02,19,Food,Mumbai,Maharashtra,25-34,bronze,B,Website,Wallet,740.69,1.45,0,739.24,delivered,55.75,4
41475,3812,59,1043,2024-06-11 11:04:22,2024-06-11,11,Home & Kitchen,Surat,Gujarat,45-54,silver,B,App,UPI,6827.08,358.7,0,6468.38,delivered,28.3,3
41476,9708,78,865,2024-06-10 11:32:29,2024-06-10,11,Food,Bangalore,Karnataka,25-34,silver,A,Website,UPI,733.76,37.62,0,696.14,delivered,44.19,4
41477,321,91,1578,2024-06-05 23:38:21,2024-06-05,23,Beauty,Mumbai,Maharashtra,18-24,gold,B,Website,UPI,3089.23,317.21,0,2772.02,delivered,22.38,5
41478,11808,579,797,2024-06-13 20:19:55,2024-06-13,20,Food,Mumbai,Maharashtra,35-44,silver,B,App,Debit Card,397.08,19.22,49,426.86,delivered,35.42,4
41479,2337,663,978,2024-06-15 21:35:49,2024-06-15,21,Fashion,Hyderabad,Telangana,35-44,bronze,B,App,UPI,701.84,0.9,0,700.94,delivered,1.87,5
41480,1889,464,1667,2024-06-01 12:53:36,2024-06-01,12,Beauty,Hyderabad,Telangana,35-44,gold,B,App,UPI,751.95,46.88,0,705.07,delivered,19.87,5
41481,2137,394,1339,2024-06-01 16:06:26,2024-06-01,16,Sports,Mumbai,Maharashtra,45-54,bronze,A,Website,Credit Card,8804.18,73.32,0,8730.86,delivered,21.03,5
41482,6656,440,1163,2024-06-07 17:45:47,2024-06-07,17,Beauty,Hyderabad,Telangana,18-24,gold,B,App,UPI,969.03,100.07,0,868.96,delivered,30.73,5
41483,7929,204,629,2024-06-06 12:52:08,2024-06-06,12,Books,Mumbai,Maharashtra,18-24,silver,B,Website,UPI,1164.21,29.62,0,1134.59,delivered,40.11,4
41484,1631,206,667,2024-06-06 10:56:39,2024-06-06,10,Beauty,Pune,Maharashtra,25-34,gold,B,App,UPI,1072.91,98.3,0,974.61,delivered,27.87,3
41485,722,523,122,2024-06-15 11:47:12,2024-06-15,11,Home & Kitchen,Mumbai,Maharashtra,18-24,platinum,A,App,UPI,12420.88,1741.3,0,10679.58,returned,,1
41486,5728,227,579,2024-06-05 13:17:53,2024-06-05,13,Sports,Hyderabad,Telangana,55+,bronze,A,App,UPI,6735.92,128.08,0,6607.84,delivered,11.23,5
41487,7794,363,681,2024-06-04 15:21:32,2024-06-04,15,Food,Mumbai,Maharashtra,45-54,gold,B,App,Wallet,336.25,32.04,49,353.21,pending,,2
41488,1223,245,1633,2024-06-03 04:37:51,2024-06-03,4,Home & Kitchen,Chennai,Tamil Nadu,18-24,platinum,A,App,UPI,6986.99,839.65,0,6147.34,delivered,25.23,5
41489,10297,753,485,2024-06-09 16:49:24,2024-06-09,16,Food,Mumbai,Maharashtra,35-44,gold,A,App,COD,426.22,33.39,39,431.83,cancelled,,1
41490,11270,447,1043,2024-06-14 17:45:01,2024-06-14,17,Home & Kitchen,Ahmedabad,Gujarat,55+,platinum,C,API,Credit Card,5276.16,1024.8,0,4251.36,delivered,65.07,3
41491,10701,517,318,2024-06-09 16:44:18,2024-06-09,16,Home & Kitchen,Jaipur,Rajasthan,45-54,gold,B,Website,Credit Card,7095.95,578.87,0,6517.08,delivered,48.63,4
41492,5546,514,1437,2024-06-08 18:31:19,2024-06-08,18,Food,Ahmedabad,Gujarat,35-44,gold,C,Website,UPI,398.1,25.89,39,411.21,delivered,1.51,5
41493,9963,312,1651,2024-06-13 08:36:52,2024-06-13,8,Electronics,Mumbai,Maharashtra,25-34,gold,C,App,Wallet,74453.2,8769.96,0,65683.24,delivered,16.61,5
41494,1021,141,1090,2024-06-10 21:53:14,2024-06-10,21,Fashion,Surat,Gujarat,45-54,silver,A,Website,UPI,2987.94,64.31,0,2923.63,delivered,24.35,5
41495,11764,183,1218,2024-06-02 12:42:49,2024-06-02,12,Books,Mumbai,Maharashtra,45-54,silver,C,App,Wallet,909.83,51.69,0,858.14,delivered,42.76,3
41496,3835,26,1849,2024-06-01 15:19:00,2024-06-01,15,Fashion,Bangalore,Karnataka,18-24,silver,B,Website,COD,2901.39,165.39,0,2736.0,delivered,10.3,4
41497,7626,171,980,2024-06-02 21:12:14,2024-06-02,21,Food,Hyderabad,Telangana,18-24,bronze,B,Website,UPI,512.72,10.16,0,502.56,delivered,39.38,4
41498,10999,95,1030,2024-06-11 19:38:09,2024-06-11,19,Fashion,Pune,Maharashtra,25-34,bronze,B,App,UPI,1244.13,15.63,0,1228.5,delivered,8.32,4
41499,11787,475,19,2024-06-02 19:16:06,2024-06-02,19,Beauty,Bangalore,Karnataka,18-24,gold,B,App,COD,716.65,69.38,0,647.27,delivered,6.3,5
41500,5909,441,1093,2024-06-02 20:36:13,2024-06-02,20,Electronics,Kolkata,West Bengal,25-34,silver,A,App,Debit Card,4539.72,115.68,0,4424.04,delivered,15.83,5
41501,4669,265,147,2024-06-05 22:31:17,2024-06-05,22,Electronics,Jaipur,Rajasthan,25-34,silver,C,Website,Credit Card,30000.31,836.45,0,29163.86,delivered,92.83,1
41502,11712,662,1929,2024-06-12 07:39:59,2024-06-12,7,Food,Chennai,Tamil Nadu,18-24,bronze,B,Website,Credit Card,150.18,4.02,49,195.16,delivered,79.54,1
41503,6092,600,141,2024-06-13 23:05:21,2024-06-13,23,Fashion,Delhi,Delhi,25-34,silver,C,App,Credit Card,3530.04,142.83,0,3387.21,delivered,44.46,5
41504,2726,659,472,2024-06-10 22:30:44,2024-06-10,22,Fashion,Bangalore,Karnataka,35-44,silver,A,App,UPI,4872.22,195.91,0,4676.31,delivered,38.84,4
41505,10038,177,1973,2024-06-06 10:40:50,2024-06-06,10,Home & Kitchen,Mumbai,Maharashtra,25-34,gold,B,Website,Debit Card,7382.74,754.7,0,6628.04,delivered,72.09,1
41506,908,133,1371,2024-06-02 12:46:11,2024-06-02,12,Food,Hyderabad,Telangana,35-44,bronze,B,App,Credit Card,640.09,16.89,0,623.2,delivered,26.86,5
41507,3870,6,1887,2024-06-01 19:38:39,2024-06-01,19,Food,Hyderabad,Telangana,55+,gold,A,App,Credit Card,830.73,80.3,0,750.43,delivered,22.19,4
41508,3689,290,368,2024-06-03 21:43:16,2024-06-03,21,Home & Kitchen,Mumbai,Maharashtra,35-44,gold,A,App,UPI,2150.23,116.77,0,2033.46,delivered,8.29,5
41509,4588,65,902,2024-06-10 17:29:59,2024-06-10,17,Electronics,Chennai,Tamil Nadu,18-24,silver,B,App,Credit Card,48269.51,2079.07,0,46190.44,delivered,41.64,4
41510,8390,58,644,2024-06-09 16:34:19,2024-06-09,16,Food,Surat,Gujarat,45-54,silver,A,Website,Debit Card,94.39,4.34,49,139.05,delivered,40.22,5
41511,8631,300,626,2024-06-08 09:59:34,2024-06-08,9,Fashion,Mumbai,Maharashtra,18-24,platinum,B,Website,Credit Card,1838.41,327.8,0,1510.61,delivered,22.54,4
41512,448,187,1716,2024-06-10 19:02:41,2024-06-10,19,Beauty,Bangalore,Karnataka,25-34,gold,A,Website,Credit Card,1235.37,71.12,0,1164.25,delivered,61.93,3
41513,10922,429,1016,2024-06-14 16:23:58,2024-06-14,16,Food,Pune,Maharashtra,35-44,platinum,C,Website,UPI,747.8,92.1,0,655.7,delivered,19.18,5
41514,9068,166,1004,2024-06-04 09:20:41,2024-06-04,9,Food,Kolkata,West Bengal,45-54,silver,C,App,Credit Card,568.81,16.53,0,552.28,delivered,16.38,4
41515,513,736,1872,2024-06-09 21:39:02,2024-06-09,21,Fashion,Bangalore,Karnataka,35-44,bronze,B,Website,Wallet,2326.93,7.81,0,2319.12,delivered,6.36,5
41516,11689,36,1220,2024-06-04 12:10:08,2024-06-04,12,Food,Chennai,Tamil Nadu,18-24,silver,B,App,COD,272.53,11.18,29,290.35,pending,,2
41517,10822,569,886,2024-06-04 17:49:51,2024-06-04,17,Electronics,Delhi,Delhi,55+,silver,B,App,UPI,18118.51,1155.85,0,16962.66,delivered,23.57,5
41518,4064,325,685,2024-06-15 20:02:27,2024-06-15,20,Home & Kitchen,Kolkata,West Bengal,35-44,silver,B,Website,Wallet,8949.79,565.88,0,8383.91,delivered,5.79,4
41519,5522,343,1280,2024-06-12 19:25:06,2024-06-12,19,Books,Pune,Maharashtra,55+,platinum,B,App,Wallet,389.33,66.06,39,362.27,delivered,4.82,5
41520,2305,580,109,2024-06-10 12:49:09,2024-06-10,12,Food,Chennai,Tamil Nadu,55+,platinum,B,App,UPI,465.22,71.05,49,443.17,delivered,30.99,4
41521,10031,76,954,2024-06-13 23:44:38,2024-06-13,23,Food,Ahmedabad,Gujarat,35-44,bronze,C,App,Wallet,136.7,1.23,49,184.47,delivered,14.96,5
41522,3239,723,784,2024-06-06 09:18:24,2024-06-06,9,Books,Pune,Maharashtra,45-54,bronze,C,App,COD,994.11,5.23,0,988.88,delivered,24.02,3
41523,7345,228,1390,2024-06-04 20:45:33,2024-06-04,20,Food,Kolkata,West Bengal,18-24,silver,B,App,UPI,659.85,21.86,0,637.99,delivered,3.4,4
41524,4289,59,1077,2024-06-02 15:58:40,2024-06-02,15,Fashion,Bangalore,Karnataka,25-34,silver,B,App,UPI,1824.06,58.17,0,1765.89,pending,,1
41525,3681,70,1720,2024-06-09 08:18:57,2024-06-09,8,Beauty,Mumbai,Maharashtra,35-44,silver,C,Website,UPI,1399.07,95.63,0,1303.44,delivered,78.03,1
41526,895,566,105,2024-06-09 12:42:43,2024-06-09,12,Beauty,Mumbai,Maharashtra,18-24,silver,C,App,UPI,377.25,11.2,49,415.05,pending,,1
41527,7058,516,429,2024-06-07 08:52:35,2024-06-07,8,Food,Jaipur,Rajasthan,18-24,bronze,C,App,UPI,540.92,0.72,0,540.2,delivered,36.86,4
41528,4276,106,844,2024-06-10 11:04:05,2024-06-10,11,Fashion,Mumbai,Maharashtra,45-54,gold,B,API,Credit Card,1260.84,118.3,0,1142.54,delivered,2.83,5
41529,3532,712,1963,2024-06-02 21:24:55,2024-06-02,21,Books,Mumbai,Maharashtra,25-34,bronze,B,App,Credit Card,1343.17,25.4,0,1317.77,delivered,10.11,5
41530,10744,685,488,2024-06-11 12:11:43,2024-06-11,12,Food,Hyderabad,Telangana,45-54,bronze,B,App,Wallet,260.66,5.19,49,304.47,delivered,20.98,5
41531,9524,466,1624,2024-06-09 18:39:10,2024-06-09,18,Food,Kolkata,West Bengal,35-44,bronze,C,App,Credit Card,700.74,19.62,0,681.12,delivered,34.76,5
41532,11876,235,1931,2024-06-04 11:47:30,2024-06-04,11,Home & Kitchen,Mumbai,Maharashtra,25-34,silver,C,App,COD,14243.21,816.92,0,13426.29,delivered,22.08,4
41533,9298,610,1969,2024-06-10 12:17:19,2024-06-10,12,Fashion,Bangalore,Karnataka,25-34,gold,B,App,Wallet,1137.37,95.68,0,1041.69,delivered,30.26,3
41534,642,215,1551,2024-06-06 13:30:31,2024-06-06,13,Food,Kolkata,West Bengal,55+,silver,A,Website,UPI,452.44,20.01,29,461.43,delivered,20.04,5
41535,10302,220,1658,2024-06-05 22:35:48,2024-06-05,22,Beauty,Delhi,Delhi,35-44,gold,C,App,UPI,2477.62,153.08,0,2324.54,delivered,16.89,5
41536,6654,667,1559,2024-06-07 11:02:42,2024-06-07,11,Home & Kitchen,Chennai,Tamil Nadu,35-44,silver,B,Website,UPI,7385.77,213.97,0,7171.8,delivered,46.35,5
41537,3367,281,827,2024-06-09 19:32:58,2024-06-09,19,Books,Mumbai,Maharashtra,18-24,gold,B,API,Credit Card,381.32,30.98,29,379.34,delivered,66.52,5
41538,5768,560,71,2024-06-04 14:23:36,2024-06-04,14,Food,Bangalore,Karnataka,55+,platinum,B,App,Debit Card,135.12,18.36,49,165.76,delivered,43.58,3
41539,3175,280,406,2024-06-07 10:05:31,2024-06-07,10,Sports,Mumbai,Maharashtra,25-34,bronze,B,App,Wallet,15360.23,229.92,0,15130.31,delivered,38.99,4
41540,10955,50,592,2024-06-11 17:38:04,2024-06-11,17,Fashion,Bangalore,Karnataka,25-34,platinum,B,App,UPI,409.99,57.86,29,381.13,delivered,24.96,4
41541,3435,189,1997,2024-06-08 14:01:57,2024-06-08,14,Electronics,Kolkata,West Bengal,25-34,gold,B,App,UPI,76410.18,4068.32,0,72341.86,delivered,15.51,5
41542,2011,253,226,2024-06-06 21:27:16,2024-06-06,21,Sports,Mumbai,Maharashtra,18-24,platinum,C,API,Credit Card,3449.97,626.63,0,2823.34,delivered,54.19,4
41543,3687,480,768,2024-06-15 22:15:22,2024-06-15,22,Food,Kolkata,West Bengal,55+,bronze,C,App,UPI,50.28,0.19,49,99.09,returned,,3
41544,9363,243,367,2024-06-05 17:41:33,2024-06-05,17,Beauty,Surat,Gujarat,25-34,gold,C,Website,Wallet,662.14,73.07,0,589.07,pending,,2
41545,7944,698,1524,2024-06-14 12:35:59,2024-06-14,12,Beauty,Kolkata,West Bengal,18-24,bronze,B,App,UPI,2437.32,45.71,0,2391.61,delivered,43.44,4
41546,6503,666,971,2024-06-09 17:11:53,2024-06-09,17,Electronics,Chennai,Tamil Nadu,18-24,bronze,A,App,Wallet,68003.39,1259.51,0,66743.88,delivered,44.67,5
41547,2143,303,694,2024-06-01 21:38:21,2024-06-01,21,Electronics,Kolkata,West Bengal,25-34,bronze,B,App,COD,63062.33,704.29,0,62358.04,delivered,30.09,3
41548,537,87,348,2024-06-03 19:24:25,2024-06-03,19,Electronics,Delhi,Delhi,35-44,gold,B,App,UPI,14401.01,1244.98,0,13156.03,delivered,14.56,4
41549,6683,668,1351,2024-06-07 08:15:11,2024-06-07,8,Beauty,Ahmedabad,Gujarat,25-34,bronze,B,App,COD,833.4,13.39,0,820.01,cancelled,,1
41550,7742,14,1591,2024-06-12 08:12:32,2024-06-12,8,Food,Mumbai,Maharashtra,18-24,bronze,C,App,Wallet,109.63,0.26,59,168.37,delivered,30.69,5
41551,199,136,1803,2024-06-11 10:18:28,2024-06-11,10,Food,Kolkata,West Bengal,25-34,silver,B,Website,UPI,409.65,22.39,39,426.26,cancelled,,1
41552,2689,454,1106,2024-06-13 17:29:49,2024-06-13,17,Beauty,Bangalore,Karnataka,18-24,gold,B,Website,Credit Card,1817.53,132.22,0,1685.31,delivered,12.32,5
41553,8209,440,1545,2024-06-02 10:14:51,2024-06-02,10,Fashion,Chennai,Tamil Nadu,45-54,silver,B,Website,Debit Card,1436.92,42.76,0,1394.16,delivered,57.28,3
41554,7076,508,1849,2024-06-13 12:13:48,2024-06-13,12,Fashion,Surat,Gujarat,35-44,gold,B,App,Debit Card,2864.25,171.27,0,2692.98,delivered,25.6,4
41555,7052,126,1232,2024-06-10 17:32:24,2024-06-10,17,Books,Mumbai,Maharashtra,55+,bronze,C,App,Credit Card,818.2,6.85,0,811.35,delivered,20.24,5
41556,1458,656,1554,2024-06-04 17:46:13,2024-06-04,17,Electronics,Pune,Maharashtra,25-34,silver,B,App,UPI,45435.45,3080.84,0,42354.61,delivered,27.75,4
41557,5802,618,1409,2024-06-06 20:09:26,2024-06-06,20,Sports,Delhi,Delhi,35-44,bronze,A,API,Debit Card,11680.63,87.15,0,11593.48,delivered,3.77,5
41558,736,96,971,2024-06-04 15:00:30,2024-06-04,15,Electronics,Surat,Gujarat,55+,bronze,A,App,Debit Card,73729.93,860.93,0,72869.0,delivered,33.35,4
41559,10441,699,1664,2024-06-07 20:42:36,2024-06-07,20,Food,Delhi,Delhi,35-44,gold,B,Website,Credit Card,392.0,37.42,29,383.58,delivered,15.46,4
41560,5187,678,439,2024-06-02 08:59:41,2024-06-02,8,Home & Kitchen,Hyderabad,Telangana,25-34,silver,B,Website,Credit Card,5361.06,268.2,0,5092.86,delivered,22.01,5
41561,4392,234,224,2024-06-04 17:53:10,2024-06-04,17,Grocery,Ahmedabad,Gujarat,35-44,silver,B,Website,Credit Card,1235.55,72.18,0,1163.37,delivered,22.94,5
41562,489,325,1867,2024-06-01 15:06:51,2024-06-01,15,Grocery,Bangalore,Karnataka,35-44,silver,B,App,UPI,1310.7,72.19,0,1238.51,delivered,30.68,5
41563,1654,211,1295,2024-06-13 22:44:52,2024-06-13,22,Electronics,Chennai,Tamil Nadu,25-34,bronze,C,App,Debit Card,66471.2,1695.42,0,64775.78,delivered,29.56,3
41564,6679,549,1879,2024-06-08 19:44:41,2024-06-08,19,Fashion,Chennai,Tamil Nadu,18-24,gold,B,App,Debit Card,3050.85,204.2,0,2846.65,cancelled,,1
41565,9614,306,1576,2024-06-13 19:33:32,2024-06-13,19,Food,Delhi,Delhi,18-24,bronze,A,App,Credit Card,500.37,5.79,0,494.58,delivered,6.63,5
41566,7921,617,1828,2024-06-14 21:36:38,2024-06-14,21,Fashion,Chennai,Tamil Nadu,18-24,bronze,B,App,UPI,2944.32,29.46,0,2914.86,delivered,21.25,5
41567,4864,704,1685,2024-06-02 12:46:01,2024-06-02,12,Food,Jaipur,Rajasthan,25-34,platinum,B,App,Debit Card,485.04,89.82,49,444.22,delivered,29.84,4
41568,5103,263,1286,2024-06-10 20:49:20,2024-06-10,20,Grocery,Jaipur,Rajasthan,55+,platinum,C,App,UPI,1150.74,197.5,0,953.24,delivered,9.81,5
41569,4550,383,1561,2024-06-14 21:12:27,2024-06-14,21,Grocery,Mumbai,Maharashtra,25-34,platinum,B,App,Credit Card,1020.84,172.42,0,848.42,delivered,6.75,4
41570,11865,608,1084,2024-06-10 23:54:29,2024-06-10,23,Beauty,Ahmedabad,Gujarat,45-54,platinum,B,API,Wallet,1200.42,205.09,0,995.33,delivered,36.34,4
41571,7630,373,1755,2024-06-01 15:14:47,2024-06-01,15,Electronics,Pune,Maharashtra,18-24,platinum,B,Website,Credit Card,13205.66,2286.6,0,10919.06,delivered,83.6,3
41572,3336,49,562,2024-06-01 19:36:53,2024-06-01,19,Food,Pune,Maharashtra,35-44,gold,C,App,UPI,393.06,29.39,59,422.67,returned,,1
41573,8654,458,29,2024-06-02 11:58:18,2024-06-02,11,Food,Bangalore,Karnataka,25-34,gold,B,Website,Debit Card,569.51,34.02,0,535.49,delivered,9.56,5
41574,10732,448,557,2024-06-06 17:16:48,2024-06-06,17,Electronics,Chennai,Tamil Nadu,45-54,bronze,B,Website,COD,14111.43,401.17,0,13710.26,delivered,55.23,3
41575,9963,486,751,2024-06-12 15:34:51,2024-06-12,15,Electronics,Mumbai,Maharashtra,25-34,gold,C,Website,UPI,3455.22,281.84,0,3173.38,delivered,5.18,5
41576,9984,460,723,2024-06-13 10:17:28,2024-06-13,10,Food,Hyderabad,Telangana,25-34,platinum,A,App,UPI,853.61,107.66,0,745.95,delivered,20.77,5
41577,1158,86,300,2024-06-10 22:39:16,2024-06-10,22,Home & Kitchen,Mumbai,Maharashtra,35-44,bronze,A,App,Credit Card,1593.16,25.96,0,1567.2,pending,,2
41578,1382,737,1987,2024-06-08 21:23:54,2024-06-08,21,Electronics,Ahmedabad,Gujarat,18-24,gold,C,API,UPI,82973.9,4245.67,0,78728.23,delivered,62.56,5
41579,8732,734,643,2024-06-11 22:12:55,2024-06-11,22,Food,Bangalore,Karnataka,35-44,gold,B,Website,UPI,724.37,44.06,0,680.31,delivered,76.5,2
41580,1874,217,774,2024-06-07 11:24:54,2024-06-07,11,Beauty,Bangalore,Karnataka,25-34,bronze,A,App,Credit Card,2979.89,43.36,0,2936.53,delivered,6.25,5
41581,5491,410,1091,2024-06-08 04:32:52,2024-06-08,4,Food,Delhi,Delhi,35-44,bronze,C,Website,UPI,628.41,10.18,0,618.23,delivered,77.6,1
41582,7741,755,1383,2024-06-06 20:49:22,2024-06-06,20,Fashion,Ahmedabad,Gujarat,25-34,silver,C,App,Credit Card,2178.81,67.78,0,2111.03,delivered,27.68,5
41583,1712,96,423,2024-06-02 12:37:23,2024-06-02,12,Food,Ahmedabad,Gujarat,25-34,bronze,A,App,UPI,695.37,7.96,0,687.41,delivered,11.96,5
41584,5367,753,398,2024-06-02 18:54:32,2024-06-02,18,Electronics,Kolkata,West Bengal,25-34,gold,A,App,Debit Card,23052.85,2134.07,0,20918.78,returned,,1
41585,5243,105,396,2024-06-02 17:03:51,2024-06-02,17,Fashion,Delhi,Delhi,18-24,silver,B,Website,UPI,2494.88,76.13,0,2418.75,delivered,90.15,3
41586,2449,166,1297,2024-06-02 17:34:26,2024-06-02,17,Food,Chennai,Tamil Nadu,55+,silver,C,App,Debit Card,55.06,1.76,29,82.3,delivered,7.64,5
